Brand Name,Category Name,City,Customer,Order Date,Order Id,Product Name,Sales Rep,State,Store Name,Region/Regions,Revenue,Total Units
Pure Cycles,Cruisers Bicycles,Shirley,Alden Atkinson,04-12-2016,585,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Pure Cycles,Cruisers Bicycles,South Ozone Park,Majorie Wyatt,16-08-2016,373,Pure Cycles William 3-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Pure Cycles,Cruisers Bicycles,Sunnyside,Heather Perry,02-08-2017,1039,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Pure Cycles,Cruisers Bicycles,Syosset,Charlene Norris,17-12-2016,613,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Pure Cycles,Cruisers Bicycles,Utica,Fran Yang,22-10-2016,519,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Sun Bicycles,Cruisers Bicycles,Astoria,Julia Joyner,30-09-2017,1155,Sun Bicycles Cruz 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$900,2
Sun Bicycles,Cruisers Bicycles,Bay Shore,Todd Waters,12-01-2018,1341,Sun Bicycles Revolutions 24 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$502,2
Sun Bicycles,Cruisers Bicycles,Bayside,Genoveva Lloyd,18-06-2017,960,Sun Bicycles Brickell Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Sun Bicycles,Cruisers Bicycles,Bethpage,Bennett Armstrong,28-04-2018,1594,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$806,2
Sun Bicycles,Cruisers Bicycles,Brentwood,Lewis Garner,12-07-2017,1000,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Sun Bicycles,Cruisers Bicycles,Buffalo,Evelina Byrd,02-04-2017,814,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Buffalo,Rubin Decker,04-12-2017,1285,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Buffalo,Rubin Decker,04-12-2017,1285,Sun Bicycles Biscayne Tandem CB - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,296",2
Sun Bicycles,Cruisers Bicycles,Canandaigua,Dane Mcdaniel,05-05-2017,876,Sun Bicycles Revolutions 24 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$502,2
Sun Bicycles,Cruisers Bicycles,Depew,Benito Hendrix,13-09-2017,1123,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Sun Bicycles,Cruisers Bicycles,Depew,Alfredo Dodson,26-06-2017,977,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Depew,Alfredo Dodson,26-06-2017,977,Sun Bicycles Brickell Tandem CB - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,524",2
Sun Bicycles,Cruisers Bicycles,East Northport,Qiana Jackson,26-10-2017,1208,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Sun Bicycles,Cruisers Bicycles,Floral Park,Sally Kinney,16-05-2017,893,Sun Bicycles Revolutions 24 - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$502,2
Sun Bicycles,Cruisers Bicycles,Glen Cove,Novella Patel,30-05-2017,920,Sun Bicycles Brickell Tandem CB - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,524",2
Sun Bicycles,Cruisers Bicycles,Hollis,Sharyn Brewer,13-11-2017,1246,Sun Bicycles Biscayne Tandem CB - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,296",2
Sun Bicycles,Cruisers Bicycles,Huntington,India Barron,19-07-2017,1015,Sun Bicycles Brickell Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Sun Bicycles,Cruisers Bicycles,Huntington Station,Zoraida Patton,08-02-2017,703,Sun Bicycles Revolutions 24 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$502,2
Sun Bicycles,Cruisers Bicycles,Massapequa Park,Alyse Jacobson,05-09-2017,1112,Sun Bicycles Atlas X-Type - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Massapequa Park,Kandi Mcneil,16-03-2017,784,Sun Bicycles Biscayne Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,240",2
Sun Bicycles,Cruisers Bicycles,New Windsor,Erlinda Humphrey,11-05-2017,884,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Niagara Falls,Tad Gardner,30-09-2017,1154,Sun Bicycles Revolutions 24 - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$502,2
Sun Bicycles,Cruisers Bicycles,Oceanside,Neida King,07-10-2017,1172,Sun Bicycles Biscayne Tandem CB - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,296",2
Sun Bicycles,Cruisers Bicycles,Plainview,Barbera Riggs,17-08-2017,1067,Sun Bicycles Biscayne Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,240",2
Sun Bicycles,Cruisers Bicycles,Port Washington,Lizette Ellison,07-01-2017,642,Sun Bicycles Cruz 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$900,2
Sun Bicycles,Cruisers Bicycles,Queensbury,Kathie Freeman,01-10-2017,1161,Sun Bicycles Atlas X-Type - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Richmond Hill,Janelle Maldonado,15-10-2017,1188,Sun Bicycles Revolutions 24 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$502,2
Sun Bicycles,Cruisers Bicycles,Richmond Hill,Mechelle Chan,10-11-2017,1241,Sun Bicycles Atlas X-Type - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$834,2
Sun Bicycles,Cruisers Bicycles,Rochester,Verna Solis,24-11-2017,1265,Sun Bicycles Biscayne Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,240",2
Sun Bicycles,Cruisers Bicycles,Saint Albans,Marissa Summers,19-06-2017,962,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Sun Bicycles,Cruisers Bicycles,Saint Albans,Shanita Wiley,25-12-2017,1314,Sun Bicycles Biscayne Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,240",2
Sun Bicycles,Cruisers Bicycles,Scarsdale,Loraine Sykes,17-04-2017,845,Sun Bicycles Brickell Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Sun Bicycles,Cruisers Bicycles,South Ozone Park,Felica Munoz,01-05-2017,869,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Sun Bicycles,Cruisers Bicycles,Troy,Tilda Melton,02-10-2017,1165,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Sun Bicycles,Cruisers Bicycles,Webster,Donnetta Henson,16-02-2017,721,Sun Bicycles Brickell Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Sun Bicycles,Cruisers Bicycles,West Islip,Nathalie Knowles,28-10-2017,1215,Sun Bicycles Brickell Tandem 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Sun Bicycles,Cruisers Bicycles,Woodhaven,Eliseo Knight,14-04-2017,838,Sun Bicycles Lil Bolt Type-R - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$694,2
Surly,Cyclocross Bicycles,Baldwin,Ashanti Parks,09-02-2017,707,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Bayside,Floretta Higgins,10-12-2016,604,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,Bayside,Bobbi Banks,11-11-2016,548,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Brentwood,Lee Roman,29-08-2016,399,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Canandaigua,Amina Salazar,14-08-2016,368,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,Canandaigua,Marisol Goodman,06-12-2016,588,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,Central Islip,Lezlie Lamb,15-11-2016,558,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,Coram,Afton Juarez,14-08-2016,367,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,East Elmhurst,Tu Ramirez,08-09-2017,1116,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Fairport,Lyndsey Bean,27-04-2018,1592,Surly Straggler 650b - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,Howard Beach,Han Wade,19-08-2016,380,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Jackson Heights,Janae Doyle,11-09-2017,1121,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Pittsford,Le Wood,21-12-2016,617,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Plainview,Elaina Key,30-07-2017,1034,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Richmond Hill,Kiana Rivera,04-11-2017,1226,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Rome,Margert Stevens,27-12-2016,632,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Surly,Cyclocross Bicycles,Smithtown,Lucio Sherman,21-08-2017,1086,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,West Islip,Nathalie Knowles,28-10-2017,1215,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Surly,Cyclocross Bicycles,Whitestone,Leone Emerson,26-11-2016,574,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Trek,Cyclocross Bicycles,Buffalo,Latasha Hays,13-04-2018,1532,Trek Crockett 7 Disc - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Cyclocross Bicycles,Central Islip,Tamela Harrell,16-06-2017,951,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,East Elmhurst,Gilbert Calhoun,30-10-2017,1219,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,East Elmhurst,Tomasa Carson,17-04-2018,1551,Trek Boone 7 Disc - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$8,000",2
Trek,Cyclocross Bicycles,Garden City,Nichelle Rosario,19-03-2017,790,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,Massapequa,Conrad Mueller,02-06-2017,925,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,Merrick,Candelaria Coffey,24-03-2017,797,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,Monroe,Rey Lindsay,28-01-2018,1370,Trek Crockett 5 Disc - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$3,600",2
Trek,Cyclocross Bicycles,Smithtown,Dwain Carlson,19-02-2017,725,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,Smithtown,Melodie Melton,16-12-2017,1303,Trek Boone Race Shop Limited - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Cyclocross Bicycles,Uniondale,Sophia Mcmillan,19-03-2018,1450,Trek Crockett 7 Disc - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Cyclocross Bicycles,Webster,Klara Stanley,27-02-2017,736,Trek Boone 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Sun Bicycles,Electric Bikes,Lindenhurst,Armand Whitehead,02-04-2018,1486,Sun Bicycles ElectroLite - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$3,120",2
Trek,Electric Bikes,Astoria,Ruthanne Franco,27-02-2018,1410,Trek Powerfly 7 FS - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,Astoria,Ruthanne Franco,27-02-2018,1410,Trek Super Commuter+ 8S - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,Baldwinsville,Sharyn Hopkins,01-04-2018,1482,Trek Super Commuter+ 8S - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,Bayside,Floretta Higgins,10-12-2016,604,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Depew,Benito Hendrix,13-09-2017,1123,Trek Powerfly 8 FS Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,East Elmhurst,Tomasa Carson,04-08-2017,1041,Trek Powerfly 8 FS Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,East Northport,Brittney Woodward,14-04-2018,1536,Trek Verve+ - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$4,600",2
Trek,Electric Bikes,East Northport,Brittney Woodward,14-04-2018,1536,Trek Conduit+ - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$5,600",2
Trek,Electric Bikes,Fairport,Trista Lambert,28-08-2017,1100,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Floral Park,Sheryl Chase,17-01-2017,659,Trek Powerfly 8 FS Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,Franklin Square,Addie Hahn,08-03-2018,1428,Trek Neko+ - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$5,600",2
Trek,Electric Bikes,Franklin Square,Addie Hahn,08-03-2018,1428,Trek XM700+ - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Electric Bikes,Hempstead,Robby Sykes,23-04-2018,1576,Trek Powerfly 5 Women's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Electric Bikes,Hopewell Junction,Nevada Hood,23-12-2016,622,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Howard Beach,Erna Sloan,04-03-2018,1420,Trek XM700+ - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Electric Bikes,Howard Beach,Jimmy Russell,01-02-2018,1377,Trek XM700+ Lowstep - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$7,000",2
Trek,Electric Bikes,Huntington Station,Teofila Fischer,04-12-2017,1283,Trek Powerfly 8 FS Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,Massapequa Park,Alyse Jacobson,05-09-2017,1112,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Monroe,Iola Rasmussen,06-10-2016,484,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,New Hyde Park,Farrah Orr,29-10-2016,534,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Oakland Gardens,Jewel Sparks,02-11-2016,539,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Plainview,Barbera Riggs,17-08-2017,1067,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Port Chester,Marilyn Frank,18-04-2017,847,Trek Powerfly 8 FS Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$10,000",2
Trek,Electric Bikes,Port Washington,Dorthea Walker,07-08-2016,359,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Syosset,Charlene Norris,17-12-2016,613,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Trek,Electric Bikes,Troy,Corrina Sawyer,23-04-2018,1578,Trek Super Commuter+ 7 - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$7,200",2
Trek,Electric Bikes,Valley Stream,Hue May,20-03-2018,1456,Trek Lift+ - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$5,600",2
Trek,Electric Bikes,Wappingers Falls,Laure Pena,15-05-2017,892,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Haro,Mountain Bikes,Amityville,Genny Fields,31-08-2017,1103,Haro SR 1.3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,820",2
Haro,Mountain Bikes,Amityville,Tenisha Lyons,12-02-2018,1390,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,Central Islip,Damien Dorsey,05-02-2017,694,Haro SR 1.2 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,740",2
Haro,Mountain Bikes,East Elmhurst,Willetta Murphy,10-12-2017,1293,Haro Flightline Two 26 Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,100",2
Haro,Mountain Bikes,Fairport,Lyndsey Bean,14-08-2017,1059,Haro SR 1.3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,820",2
Haro,Mountain Bikes,Farmingdale,Bettie Pierce,09-03-2017,767,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,Garden City,Courtney Wyatt,17-08-2017,1068,Haro SR 1.2 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,740",2
Haro,Mountain Bikes,Hollis,Sharyn Brewer,13-11-2017,1246,Haro SR 1.2 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,740",2
Haro,Mountain Bikes,Huntington Station,Zoraida Patton,08-02-2017,703,Haro SR 1.2 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,740",2
Haro,Mountain Bikes,Liverpool,Melanie Hayes,17-04-2018,1552,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,Maspeth,Rudolf Moran,18-04-2017,848,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,Monsey,Lashunda Cole,02-09-2017,1107,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,New Windsor,Erlinda Humphrey,11-05-2017,884,Haro SR 1.3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,820",2
Haro,Mountain Bikes,Poughkeepsie,Krystin Marshall,09-07-2017,994,Haro Flightline One ST - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$760,2
Haro,Mountain Bikes,Queensbury,Kathie Freeman,04-04-2018,1492,Haro Flightline One ST - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$760,2
Haro,Mountain Bikes,Rochester,Verna Solis,24-11-2017,1265,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,South Richmond Hill,Minnie Compton,31-10-2017,1221,Haro Flightline Two 26 Plus - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,100",2
Haro,Mountain Bikes,Spring Valley,Loreta Johnston,14-06-2017,945,Haro SR 1.1 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,080",2
Haro,Mountain Bikes,Utica,Larraine Horn,01-04-2017,811,Haro SR 1.2 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,740",2
Haro,Mountain Bikes,Utica,Shonta Preston,23-03-2017,794,Haro Shift R3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,940",2
Haro,Mountain Bikes,Webster,Donnetta Henson,16-02-2017,721,Haro SR 1.2 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,740",2
Heller,Mountain Bikes,Liverpool,Cesar Jackson,23-04-2018,1577,Heller Bloodhound Trail - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$5,198",2
Heller,Mountain Bikes,Maspeth,Melia Brady,11-12-2017,1295,Heller Shagamaw Frame - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,642",2
Heller,Mountain Bikes,Massapequa Park,Alyse Jacobson,05-09-2017,1112,Heller Shagamaw Frame - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,642",2
Heller,Mountain Bikes,Monroe,Casimira Chapman,06-12-2016,590,Heller Shagamaw Frame - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,642",2
Heller,Mountain Bikes,New Rochelle,Carson Macias,04-02-2017,691,Heller Shagamaw Frame - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,642",2
Ritchey,Mountain Bikes,Monroe,Casimira Chapman,06-12-2016,590,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Ritchey,Mountain Bikes,Niagara Falls,Brenton Whitaker,06-12-2016,591,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Ritchey,Mountain Bikes,North Tonawanda,Ross Pugh,08-05-2017,879,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Ritchey,Mountain Bikes,Orchard Park,Christiane Bradford,17-08-2016,375,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,500",2
Sun Bicycles,Mountain Bikes,Oswego,Cheree Hale,27-07-2017,1028,Sun Bicycles Spider 3i - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,666",2
Sun Bicycles,Mountain Bikes,Troy,Corrina Sawyer,09-06-2017,934,Sun Bicycles Spider 3i - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,666",2
Surly,Mountain Bikes,Amityville,Tenisha Lyons,12-02-2018,1390,Surly Big Dummy Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,000",2
Surly,Mountain Bikes,Astoria,Julia Joyner,30-09-2017,1155,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Baldwinsville,Lidia Ashley,29-01-2017,681,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Baldwinsville,Kellye Campbell,23-07-2017,1024,Surly Karate Monkey 27.5+ Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$5,000",2
Surly,Mountain Bikes,Canandaigua,Georgetta Hardin,11-12-2016,606,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Elmont,Larissa Hays,05-08-2016,358,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Endicott,Bonita Marshall,03-09-2016,415,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Forest Hills,Garry Juarez,14-05-2017,888,Surly Wednesday Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Glen Cove,Carolann Russell,03-03-2018,1415,Surly Wednesday - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$3,266",2
Surly,Mountain Bikes,Howard Beach,Janine Manning,23-05-2017,906,Surly Karate Monkey 27.5+ Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$5,000",2
Surly,Mountain Bikes,Huntington,India Barron,19-07-2017,1015,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Jackson Heights,Soledad Moses,30-07-2017,1033,Surly Big Dummy Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,000",2
Surly,Mountain Bikes,Kingston,Ilda Roberson,08-08-2017,1048,Surly Wednesday Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,000",2
Surly,Mountain Bikes,Lancaster,Janetta Aguirre,31-12-2017,1322,Surly Karate Monkey 27.5+ Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$5,000",2
Surly,Mountain Bikes,Liverpool,Damian Dawson,11-08-2017,1054,Surly Troll Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$1,666",2
Surly,Mountain Bikes,Liverpool,Melanie Hayes,11-06-2017,937,Surly Karate Monkey 27.5+ Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$5,000",2
Surly,Mountain Bikes,Long Beach,Theo Reese,11-04-2018,1519,Surly Krampus - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$2,998",2
Surly,Mountain Bikes,Massapequa Park,Lolita O'neill,04-07-2017,990,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Surly,Mountain Bikes,Merrick,Gertrud Rhodes,02-04-2018,1485,Surly Troll Frameset - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$5,000",2
Surly,Mountain Bikes,Monroe,Trena Hudson,04-05-2017,874,Surly Big Dummy Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,000",2
Surly,Mountain Bikes,Monroe,Pamelia Newman,07-04-2017,825,Surly Ice Cream Truck Frameset - 2017,Venita Daniel,NY,Baldwin Bikes,Region,"$2,000",2
Surly,Mountain Bikes,Orchard Park,Debra Burks,18-04-2018,1555,Surly ECR 27.5 - 2018,Venita Daniel,NY,Baldwin Bikes,Region,"$3,798",2
